Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
SLCA,534435,USD,2021,Q1,2021-04-30,2021-04-30,73749000.0,73749000.0,-63452000.0,158467000.0,23998000.0,-77776000.0,,,,,41237000,-14712000.0,0.0,0.0,-14712000.0,-1581000.0,-14806000.0,105000.0,-16815000.0,9710000
SLG,127650,USD,2021,Q1,2021-05-10,2021-05-10,70903014.0,75717361.0,283789000.0,321453000.0,-185753000.0,111323000.0,,,,,530812000,-405742000.0,221997000.0,-82436000.0,1206029000.0,-284106000.0,-1025413000.0,-391805000.0,-1956256000.0,-219415000
SLGN,1067479,USD,2021,Q1,2021-05-05,2021-05-05,110604000.0,111292500.0,324403000.0,228880000.0,57943000.0,-12731000.0,,,,,598495000,-227794000.0,,-901047000.0,-1127105000.0,-55927000.0,203116000.0,-37722000.0,96903000.0,-424715000
SLM,103225,USD,2021,Q1,2021-04-21,2021-04-21,371519000.0,375566250.0,1159724000.0,14926000.0,-307927000.0,-1148054000.0,,,,,-281331000,,-1380179000.0,0.0,1219470000.0,-52133000.0,-252352000.0,-550790000.0,-2048798000.0,-1110659000
SLNM,69772,USD,2017,Q3,2018-02-08,2018-02-08,131917000.0,150180750.0,3105000.0,59000.0,-3230000.0,-1848000.0,,,,,-1914000,84000.0,,,84000.0,,1750000.0,8000.0,1758000.0,-72000
SLP,495377,USD,2021,Q2,2021-04-14,2021-04-14,18972215.0,19782168.0,10814060.0,3392930.0,3491266.0,-3977318.0,,,,,13720938,-741380.0,,-9471352.0,-86201710.0,-4531470.0,,1162747.0,102617587.0,30136815
SM,978928,USD,2021,Q1,2021-04-30,2021-04-30,114167500.0,114167500.0,-603988000.0,718458000.0,585295000.0,-21329000.0,,,,,678436000,-555950000.0,,-7873000.0,-563891000.0,-2276000.0,-98680000.0,1464000.0,-114560000.0,-15000
SMA,893218,USD,2014,Q3,2014-11-06,2014-11-06,36530250.0,36633500.0,-6137000.0,23726000.0,18094000.0,9950000.0,,,,,45633000,-12032000.0,0.0,,-12032000.0,,-8767000.0,-557000.0,-9951000.0,22278000
SMCI,175410,USD,2021,Q3,2021-05-07,2021-05-07,51587000.0,53793500.0,91153000.0,28804000.0,-46750000.0,-109865000.0,,,,,-36658000,-54079000.0,,,-54079000.0,,50387000.0,-92334000.0,-50030000.0,-140192000
SMED,179660,USD,2021,Q3,2021-05-05,2021-05-05,16451500.0,16874000.0,9951000.0,1860000.0,1549000.0,-6722000.0,,,,,6638000,-4181000.0,,0.0,-4181000.0,,3208000.0,717000.0,3861000.0,6318000
SMG,355003,USD,2021,Q2,2021-05-12,2021-05-12,55675000.0,57400000.0,542800000.0,95300000.0,53600000.0,-226500000.0,,,,,465200000,-86800000.0,,-111200000.0,-209000000.0,-416700000.0,207900000.0,-42000000.0,-273300000.0,-16400000
SMID,362372,USD,2021,Q1,2021-05-11,2021-05-11,6479954.0,6482454.0,5570000.0,2486000.0,648000.0,1829000.0,,,,,10533000,-2094000.0,-28000.0,,-2122000.0,0.0,1925000.0,0.0,1925000.0,10336000
SMIT,332324,USD,2021,Q3,2021-04-22,2021-04-22,3769018.0,3765604.0,-4771996.0,347789.0,-1344792.0,-261924.0,,,,,-6030641,8224638.0,,-10426589.0,-2195907.0,,-313125.0,-317774.0,1428657.0,-6797891
SMLP,890067,USD,2021,Q1,2021-05-07,2021-05-07,1628137.0,2005513.0,194304000.0,117916000.0,-161711000.0,29309000.0,,,,,179818000,-19155000.0,,0.0,-64399000.0,,-132725000.0,-27014000.0,-168500000.0,-53081000
SMP,126577,USD,2021,Q1,2021-05-06,2021-05-06,22344091.0,22800018.0,69766000.0,26298000.0,41097000.0,-17874000.0,,,,,119287000,-18364000.0,,-2081000.0,-20428000.0,-11191000.0,-68351000.0,-15852000.0,-95394000.0,3832000
SMPL,858017,USD,2021,Q2,2021-04-08,2021-04-08,94691399.0,100004282.0,19504000.0,17909000.0,81477000.0,-5319000.0,,,,,113571000,-2751000.0,,7926000.0,7175000.0,,-79385000.0,3802000.0,-75946000.0,45192000
SMRT,45048,USD,2020,Q1,2020-07-16,2020-07-16,47503250.0,47392000.0,-80149000.0,27708000.0,12172000.0,-18883000.0,,,,,-59152000,-5989000.0,,,-3007000.0,-51000.0,42404000.0,86000.0,42439000.0,-19720000
SMSI,504067,USD,2021,Q1,2021-05-12,2021-05-12,41779500.0,43057500.0,-1105000.0,5435000.0,3920000.0,1113000.0,,,,,9363000,-375000.0,,-1350000.0,-1724000.0,0.0,-3200000.0,62136000.0,62152000.0,69791000
SMTC,185350,USD,2021,Q1,2021-06-02,2021-06-02,65112750.0,66030250.0,73733000.0,31712000.0,65020000.0,-45033000.0,,,,,125432000,-30405000.0,-9599000.0,0.0,-40004000.0,,-16000000.0,-58194000.0,-96156000.0,-10728000
SNA,288357,USD,2021,Q1,2021-04-22,2021-04-22,54225000.0,54825000.0,702000000.0,97600000.0,101000001.0,213900000.0,,,,,1114500001,-65899999.0,,-235400000.0,-345199999.0,-251000000.0,347000000.0,-128400000.0,-58200000.0,718800002
SNAK,86600,USD,2017,Q3,2017-11-09,2017-11-09,19720000.0,19720000.0,-36965000.0,7313000.0,24197000.0,10827000.0,,,,,4239000,-4812000.0,,-800000.0,57982000.0,,-58249000.0,0.0,-61018000.0,1203000
SNAP,449958,USD,2021,Q1,2021-04-23,2021-04-23,1474525750.0,1474525750.0,-925785000.0,89038000.0,873089000.0,-73383000.0,,,,,-37041000,-57792000.0,-413302000.0,-277762000.0,-820886000.0,,988582000.0,35532000.0,924114000.0,66187000
SNBR,925649,USD,2021,Q1,2021-05-07,2021-05-07,27044750.0,27871000.0,166683000.0,60830000.0,19140000.0,59665000.0,,,,,306318000,-40226000.0,0.0,0.0,-40226000.0,,-127083000.0,-364033000.0,-503067000.0,-236975000
SNCR,747268,USD,2021,Q1,2021-05-10,2021-05-10,42263500.0,42263500.0,-19374000.0,41182000.0,6671000.0,-11766000.0,,,,,16713000,0.0,0.0,0.0,-17279000.0,0.0,0.0,0.0,-5000.0,-1088000
SNDK,505727,USD,2016,Q1,2016-05-02,2016-05-02,203068000.0,209368500.0,427806000.0,607987000.0,151503000.0,-94338000.0,,,,,1092958000,-374999000.0,2307772000.0,0.0,2102371000.0,-126982000.0,-5000.0,-500123000.0,-582447000.0,2621987000
SNDR,1136135,USD,2021,Q1,2021-04-29,2021-04-29,177375000.0,177700000.0,222700000.0,293800000.0,91300000.0,-13000000.0,,,,,594800000,-274400000.0,-6100000.0,-10400000.0,-290900000.0,-401600000.0,-30700000.0,0.0,-432300000.0,-128400000
SNEX,728087,USD,2021,Q2,2021-05-10,2021-05-10,18931799.0,19399698.0,188800000.0,28600000.0,-1828800001.0,3056999999.0,,,,,1445599998,-52100000.0,,-217600000.0,-269700000.0,,282800000.0,6800000.0,274600000.0,1461699998
SNGC,583468,USD,2012,Q1,2012-05-04,2012-05-04,,,251000000.0,63000000.0,1000000.0,3000000.0,,,,,318000000,-154000000.0,,,-387000000.0,,297000000.0,,68000000.0,-1000000
SNH,448715,USD,2021,Q1,2021-05-05,2021-05-05,237780250.0,237780250.0,-211633000.0,267870000.0,52569000.0,28248000.0,,,,,137054000,-49385000.0,0.0,0.0,-49098000.0,-9524000.0,1038246000.0,-150000.0,996813000.0,1084769000
SNI,378211,USD,2017,Q4,2018-03-06,2018-03-06,130217000.0,131063000.0,814351000.0,151865000.0,56680000.0,32898000.0,,,,,1055794000,-75641000.0,,-10320000.0,-65016000.0,-156684000.0,-685000000.0,23662000.0,-1003083000.0,7420000
SNOW,1016067,USD,2020,Q4,2021-03-31,2021-03-31,141613196.0,141613196.0,-539102000.0,9826000.0,376967000.0,106892000.0,,,,,-45417000,-43411000.0,-3981906000.0,-6035000.0,-4036645000.0,,2090000.0,4295791000.0,4775290000.0,693217000
SNOW_delis,203144,USD,2017,Q3,2017-05-04,2017-05-04,39776500.0,40127500.0,34494000.0,59161000.0,-6017000.0,4666000.0,,,,,92304000,-47445000.0,,-575000.0,-47444000.0,,-31616000.0,-318000.0,-33849000.0,16200000
SNPS,744723,USD,2021,Q2,2021-05-21,2021-05-21,152230500.0,157073750.0,807789000.0,204974000.0,386673000.0,-97566000.0,,,,,1301870000,-118114000.0,0.0,-124493000.0,-244435000.0,,-123637000.0,-257915000.0,-483652000.0,601818000
SNX,84398,USD,2021,Q1,2021-04-08,2021-04-08,76380750.0,76844000.0,494398000.0,272393000.0,55636000.0,978776000.0,,,,,1801203000,-150318000.0,12951000.0,-5560000.0,-159233000.0,-10311000.0,-337691000.0,5719000.0,-506482000.0,1142973000
SO,189248,USD,2021,Q1,2021-04-29,2021-04-29,1058750000.0,1064750000.0,3369000000.0,3920000000.0,-186000000.0,-59000000.0,-231000000.0,-157000000.0,261000000.0,68000000.0,7044000000,-8521000000.0,,-426000000.0,-8384000000.0,-2708000000.0,3564000000.0,36000000.0,973000000.0,-367000000
SOFO,374032,USD,2021,Q2,2021-05-13,2021-05-13,7836751.0,8022122.0,1435000.0,1109000.0,678000.0,-1831000.0,,,,,1391000,-2066000.0,,0.0,-2066000.0,,1182000.0,291000.0,1473000.0,839000
SOHO,158088,USD,2021,Q1,2021-05-17,2021-05-17,14328507.0,14155167.0,-47926324.0,19895911.0,-4710524.0,19169522.0,,,,,-13571415,-3135133.0,,,-2967716.0,0.0,28948760.0,-171867.0,27444085.0,10904954
SOHU,138944,USD,2018,Q1,2018-05-08,2018-05-08,38881250.0,38881250.0,-506851000.0,87153000.0,310853000.0,342928000.0,,,,,234083000,-137353000.0,0.0,0.0,-901090000.0,,679042000.0,48000.0,804719000.0,185671000
SOLY,987539,USD,2021,Q1,2021-05-13,2021-05-13,20040815.0,20040815.0,-16447000.0,312000.0,3817000.0,12000.0,,,,,-12306000,-1285000.0,,,-1285000.0,,0.0,32098000.0,32098000.0,18507000
SON,992009,USD,2021,Q1,2021-05-04,2021-05-04,100986750.0,101314250.0,199298000.0,256134000.0,153161000.0,148030000.0,,,,,756623000,-189813000.0,,55770000.0,-131120000.0,-174566000.0,17133000.0,,-170029000.0,464197000
SONC,343236,USD,2018,Q4,2018-12-14,2018-12-14,37618000.0,38086000.0,71205000.0,38355000.0,-10867000.0,-7147000.0,,,,,91546000,-15044000.0,,,-14061000.0,-23914000.0,79875000.0,-136948000.0,-59990000.0,17495000
SONO,974898,USD,2021,Q2,2021-05-13,2021-05-13,114555006.0,121249323.0,110944000.0,34320000.0,73901000.0,83406000.0,,,,,302571000,-27162000.0,,0.0,-27162000.0,,-30000000.0,131386000.0,76132000.0,355687000
SORL,543973,USD,2019,Q4,2020-06-08,2020-06-08,19304921.0,19304921.0,28318415.0,14487918.0,6003733.0,-88974655.0,,,,,-40164589,-49084000.0,,-99915.0,-47830129.0,,22559308.0,0.0,23576171.0,-65455023
SOTK,94282,USD,2020,Q4,2021-05-28,2021-05-28,15428411.0,15672253.0,1120642.0,463076.0,8910.0,-867442.0,,,,,725186,-350353.0,-344230.0,,-594583.0,,293924.0,0.0,293924.0,424527
SPAN,164268,USD,2017,Q2,2017-05-16,2017-05-16,2748985.0,2767613.0,5023197.0,1118420.0,-895594.0,-872300.0,,,,,4373723,-481804.0,0.0,0.0,2760557.0,-1760214.0,0.0,204423.0,-1555791.0,5540311
SPB,357600,USD,2021,Q2,2021-05-07,2021-05-07,42875000.0,43175000.0,291400000.0,144900000.0,-59800000.0,34300000.0,,,,,395100000,-53800000.0,,21000000.0,40200000.0,-71800000.0,-466800000.0,-42300000.0,-612900000.0,-168600000
SPCE,949272,USD,2020,Q4,2021-03-01,2021-03-01,219107905.0,219107905.0,-273035000.0,9781000.0,30420000.0,-325000.0,,,,,-233159000,-17201000.0,,,-17201000.0,,-433000.0,462782000.0,436594000.0,186234000
SPG,111127,USD,2021,Q1,2021-05-10,2021-05-10,314240228.0,314240228.0,1282380000.0,1346546000.0,58839000.0,-226612000.0,,,,,2461153000,-352295000.0,-9441000.0,-3724479000.0,-3902770000.0,-1225396000.0,-1140467000.0,1556148000.0,-1347399000.0,-2789016000
SPGI,378217,USD,2021,Q1,2021-04-29,2021-04-29,240625000.0,241675000.0,2653000000.0,207000000.0,466000000.0,329000000.0,7000000.0,,,322000000.0,3655000000,-63000000.0,,-27000000.0,-81000000.0,-670000000.0,-118000000.0,0.0,-1058000000.0,2566000000
SPH,998424,USD,2021,Q2,2021-05-06,2021-05-06,62504250.0,62913750.0,108427000.0,113592000.0,13061000.0,-15216000.0,,,,,219864000,-21836000.0,,-10606000.0,-32442000.0,,-88900000.0,0.0,-185888000.0,1534000
SPLK,51255,USD,2021,Q1,2021-06-09,2021-06-09,160296500.0,160296500.0,-1073402000.0,98968000.0,946639000.0,-138451000.0,,,,,-166246000,-23204000.0,808600000.0,-56383000.0,713932000.0,,1246544000.0,82542000.0,370415000.0,922691000
SPLS,166539,USD,2017,Q4,2018-02-17,2018-02-17,649000000.0,649000000.0,-1497000000.0,436000000.0,2071000000.0,-76000000.0,,,,,934000000,-241000000.0,,11000000.0,-311000000.0,-311000000.0,187000000.0,17000000.0,-318000000.0,312000000
SPNC,114601,USD,2017,Q2,2017-08-08,2017-08-08,43366398.0,43366398.0,-69051000.0,27259000.0,7221000.0,-2505000.0,,,,,-37076000,-5226000.0,0.0,0.0,-5226000.0,,36931000.0,3275000.0,35661000.0,-6806000
SPNE,147451,USD,2021,Q1,2021-05-03,2021-05-03,27595250.0,27595250.0,-43350000.0,10864000.0,19037000.0,-11398000.0,,,,,-24847000,-18089000.0,0.0,,6911000.0,,19000000.0,2226000.0,25561000.0,7743000
SPOK,997662,USD,2021,Q1,2021-04-29,2021-04-29,19107436.0,19107436.0,-41983000.0,9637000.0,55247000.0,2664000.0,,,,,25565000,-3133000.0,,0.0,-15571000.0,-9872000.0,0.0,301000.0,-11015000.0,-638000
SPPI,53529,USD,2021,Q1,2021-05-13,2021-05-13,132784317.0,132784317.0,-155993000.0,186000.0,42677000.0,-9647000.0,,,,,-122777000,2599000.0,12754000.0,3000000.0,15353000.0,-9011000.0,69665000.0,36922000.0,106587000.0,-831000
SPR,131997,USD,2021,Q1,2021-05-05,2021-05-05,104000000.0,104000000.0,-878900000.0,290600000.0,457500000.0,-453000000.0,,,,,-583800000,-115500000.0,,-270400000.0,-381100000.0,-4100000.0,530900000.0,2800000.0,485100000.0,-471300000
SPRT,533572,USD,2021,Q1,2021-05-13,2021-05-13,24238487.0,24415442.0,-1912000.0,348000.0,1056000.0,3647000.0,,,,,3139000,-992000.0,3198000.0,0.0,2206000.0,-19054000.0,,8459000.0,8459000.0,13864000
SPXC,768069,USD,2021,Q1,2021-05-07,2021-05-07,44833750.0,45964000.0,106000000.0,43600000.0,34099999.0,8600000.0,,,,,186899999,-20500000.0,,-104400000.0,-122700000.0,-15300000.0,-123100000.0,-74500000.0,-122700000.0,-56200001
SQ,83293,USD,2021,Q1,2021-05-06,2021-05-06,448134250.0,498770250.0,358004000.0,93352000.0,69220000.0,-358010000.0,,,,,162566000,-146414000.0,-437149000.0,-66479000.0,-650042000.0,,879767000.0,163470000.0,1578067000.0,1108968000
SQBG,137237,USD,2020,Q4,2021-04-15,2021-04-15,1643498.0,1643517.0,-96107000.0,21565000.0,94387000.0,-19894000.0,,,,,4285000,7977000.0,-107000.0,0.0,7870000.0,,2632000.0,-77000.0,-4961000.0,7194000
SR,627776,USD,2021,Q2,2021-05-07,2021-05-07,51500000.0,51575000.0,164300000.0,202900000.0,191499999.0,-251300000.0,,,,,307399999,-595800000.0,,-7900000.0,-591300000.0,-144900000.0,405500000.0,26600000.0,279500000.0,-4400001
SRCL,101113,USD,2021,Q1,2021-04-29,2021-04-29,91575000.0,91675000.0,-9800000.0,228900000.0,143000000.0,148599999.0,,,,,510699999,-104600000.0,,0.0,397000000.0,0.0,-880800000.0,-4300000.0,-893000000.0,13999999
SRDX,366154,USD,2021,Q2,2021-04-28,2021-04-28,13661500.0,13844250.0,7326000.0,7429000.0,3890000.0,5853000.0,,,,,24498000,-4333000.0,11486000.0,-805000.0,7153000.0,,-150000.0,3833000.0,1142000.0,32951000
SRE,378214,USD,2021,Q1,2021-05-05,2021-05-05,293105750.0,290885250.0,2316000000.0,1696000000.0,-248000000.0,130000000.0,-315000000.0,-35000000.0,73000000.0,407000000.0,2775000000,-4862000000.0,,,433000000.0,-1331000000.0,-3944000000.0,-546000000.0,-4894000000.0,-1679000000
SRGA,1093872,USD,2021,Q1,2021-05-10,2021-05-10,79968869.0,79968869.0,-31110000.0,4862000.0,147671000.0,-230503000.0,,,,,-109080000,-11150000.0,,404980000.0,393830000.0,,-194286000.0,-407000.0,-226468000.0,57206000
SRLP,918357,USD,2021,Q1,2021-05-06,2021-05-06,,,35859000.0,39122000.0,-5341000.0,-27807000.0,,,,,41833000,-12001000.0,,0.0,1592000.0,,31108000.0,,-45965000.0,-2457000
SRNE,133865,USD,2021,Q1,2021-05-05,2021-05-05,254321750.0,258648000.0,-242812000.0,10867000.0,51188000.0,11714000.0,,,,,-169043000,-8501000.0,750000.0,-2356000.0,-41908000.0,,-145618000.0,385492000.0,184874000.0,-25269000
SRPT,749127,USD,2021,Q1,2021-05-05,2021-05-05,78711500.0,78711500.0,-703886000.0,29312000.0,194078000.0,-220199000.0,,,,,-700695000,-94231000.0,151360000.0,0.0,52625000.0,,291150000.0,81416000.0,366194000.0,-281876000
SRRA,809435,USD,2021,Q1,2021-05-07,2021-05-07,10884574.0,10884574.0,-68905000.0,230000.0,11777000.0,1518000.0,,,,,-55380000,-12000.0,0.0,,-12000.0,,0.0,29481000.0,29481000.0,-25876000
SRT,144111,USD,2021,Q1,2021-05-10,2021-05-10,40018250.0,40106000.0,-17518000.0,27911000.0,20697000.0,31514000.0,,,,,62604000,-17452000.0,0.0,-208000.0,-42057000.0,-3137000.0,-6518000.0,10227000.0,3709000.0,24989000
SSD,1056224,USD,2021,Q1,2021-05-06,2021-05-06,43529000.0,43672500.0,200561000.0,40258000.0,28254000.0,-56393000.0,,,,,212680000,-41222000.0,-5329000.0,-2797000.0,-49348000.0,-40198000.0,-150822000.0,-13510000.0,-210766000.0,-44313000
SSI,42463,USD,2019,Q3,2019-12-12,2019-12-12,28602000.0,28602000.0,-95099000.0,59664000.0,88278000.0,-37272000.0,,,,,15571000,-28151000.0,,0.0,-28151000.0,-1456000.0,16282000.0,0.0,13023000.0,443000
SSNC,721918,USD,2021,Q1,2021-05-05,2021-05-05,256825000.0,267225000.0,700900000.0,710100000.0,-81600002.0,-106699999.0,,,,,1222699999,-33100000.0,35900000.0,-92400000.0,-155100000.0,-145400000.0,-817700000.0,-226900000.0,-256700000.0,818699999
SSNI,331528,USD,2017,Q3,2017-11-09,2017-11-09,52953500.0,52779250.0,-43759000.0,8957000.0,30886000.0,24041000.0,-4925000.0,-760000.0,14444000.0,15282000.0,20125000,-3938000.0,-2574000.0,0.0,-6512000.0,,0.0,5765000.0,-2948000.0,10817000
SSNT,511627,USD,2021,Q1,2021-05-11,2021-05-11,4567276.0,4567629.0,822441.0,727937.0,653137.0,-678220.0,,,,,1525295,-77770.0,,-185410.0,311820.0,-1800509.0,-544005.0,3382352.0,1037838.0,2874953
SSP,688615,USD,2021,Q1,2021-05-10,2021-05-10,81624250.0,82037250.0,164265000.0,119317000.0,56037000.0,47664000.0,,,,,313787000,49027000.0,-6485000.0,-2461911000.0,-2121531000.0,-21533000.0,1662388000.0,600000000.0,2166153000.0,358558000
SSTK,623203,USD,2021,Q1,2021-04-27,2021-04-27,36047750.0,36710750.0,96962000.0,40931000.0,34179000.0,21969000.0,,,,,194041000,-28309000.0,-5000000.0,-74901000.0,-108112000.0,-26007000.0,0.0,25633000.0,-16157000.0,68215000
SSYS,727537,USD,2011,Q4,2012-02-07,2012-03-12,21132580.0,21653185.0,20626364.0,10347723.0,-5757081.0,-2705438.0,,,,,22511568,-12849421.0,-3006552.0,-38559085.0,-38806098.0,,,6148784.0,8768786.0,-7462211
ST,749178,USD,2021,Q1,2021-04-27,2021-04-27,157414250.0,158345250.0,209588000.0,250719000.0,-12264000.0,117699000.0,,,,,565742000,-104344000.0,-19545000.0,-84838000.0,-198293000.0,,705533000.0,60479000.0,723506000.0,1090955000
STAA,849329,USD,2021,Q1,2021-05-05,2021-05-05,46021000.0,49018000.0,11039000.0,3194000.0,14755000.0,6900000.0,,,,,35888000,-8378000.0,,-83000.0,-8378000.0,,-570000.0,24876000.0,24307000.0,51493000
STAY,448789,USD,2021,Q1,2021-05-10,2021-05-10,177667250.0,178197500.0,100777000.0,204901000.0,-13172000.0,-74694000.0,,,,,217812000,-24254000.0,,-16368000.0,-82659000.0,-1902000.0,-396309000.0,0.0,-489252000.0,-354000000
STE,749030,USD,2020,Q4,2021-05-28,2021-05-28,85203000.0,85898000.0,396870000.0,219237000.0,54527000.0,19006000.0,,,,,689640000,-238693000.0,-4400000.0,-908674000.0,-1154159000.0,-133837000.0,484539000.0,12080000.0,345620000.0,-99050000
STJ,378218,USD,2016,Q3,2016-11-07,2016-11-07,283875000.0,287750000.0,658000000.0,415000000.0,139000000.0,-120000000.0,,,,,1092000000,-251000000.0,10000000.0,-3273000000.0,-3544000000.0,-340000000.0,697000000.0,77000000.0,321000000.0,-2141000000
STLD,978926,USD,2021,Q1,2021-04-29,2021-04-29,210580250.0,211902500.0,818747000.0,332449000.0,213404000.0,-326658000.0,,,,,1037942000,-1290383000.0,,-60012000.0,-1128696000.0,-210496000.0,358482000.0,0.0,100440000.0,9686000
STML,795984,USD,2020,Q1,2020-05-11,2020-05-11,44621948.0,44621948.0,-70703464.0,84514.0,23976339.0,-12683809.0,,,,,-59326420,-2754.0,78822016.0,,-20309641.0,,-2334.0,84878004.0,84878004.0,5216443
STMP,650092,USD,2021,Q1,2021-05-07,2021-05-07,17924500.0,19422750.0,196415000.0,25819000.0,38537000.0,76923000.0,,,,,337694000,-2873000.0,,0.0,-2873000.0,-1921000.0,-51650000.0,68375000.0,15963000.0,351847000
STOK,1060042,USD,2021,Q1,2021-05-10,2021-05-10,34424909.0,34424909.0,-57997000.0,931000.0,8797000.0,-3317000.0,,,,,-51586000,-644000.0,,,-644000.0,,1000.0,108940000.0,108456000.0,56226000
STOR,534667,USD,2021,Q1,2021-05-07,2021-05-07,258287383.0,258403843.0,204914000.0,247154000.0,-30876000.0,22079000.0,,,,,443271000,-919582000.0,,,-717175000.0,-366388000.0,-492010000.0,662486000.0,-218666000.0,-492570000
STRA,1067482,USD,2021,Q1,2021-04-30,2021-04-30,23174000.0,23380500.0,60606000.0,117992000.0,10673000.0,-36280000.0,,,,,152991000,-45204000.0,28217000.0,-628759000.0,-646650000.0,-57407000.0,141823000.0,220248000.0,300746000.0,-192156000
STRM,494891,USD,2021,Q1,2021-06-09,2021-06-09,32084919.0,32677504.0,-6284000.0,554000.0,3285000.0,377000.0,,,,,-1502000,11244000.0,,-11284000.0,-1723000.0,,0.0,16100000.0,13392000.0,10167000
STRR,641822,USD,2021,Q1,2021-05-14,2021-05-14,4374250.0,4374250.0,1928000.0,7919000.0,-6363000.0,-11292000.0,,,,,-7808000,-1632000.0,0.0,18750000.0,17118000.0,0.0,-2815000.0,5686000.0,2837000.0,11933000
STRT,202406,USD,2021,Q3,2021-05-06,2021-05-06,3768750.0,3789000.0,13201000.0,19710000.0,-220000.0,-11805000.0,,,,,20886000,-8564000.0,,,-8564000.0,0.0,-11000000.0,602000.0,-10888000.0,1162000
STX,378212,USD,2021,Q3,2021-04-29,2021-04-29,249500000.0,252250000.0,998000000.0,394000000.0,147000000.0,-3000000.0,,,,,1536000000,-478000000.0,9000000.0,0.0,-469000000.0,-663000000.0,1017000000.0,-1776000000.0,-1473000000.0,-399000000
STZ,256994,USD,2021,Q1,2021-06-30,2021-06-30,193674500.0,225010750.0,1307100000.0,298800000.0,1172500000.0,57600000.0,-244100000.0,62800000.0,156800000.0,82100000.0,2836000000,-832300000.0,-110200000.0,943500000.0,94600000.0,-577800000.0,-1762800000.0,-392700000.0,-2734100000.0,201000000
SUI,749231,USD,2021,Q1,2021-04-27,2021-04-27,101401500.0,101328500.0,170473000.0,174589000.0,-140639000.0,-22160000.0,,,,,650925000,-2547905000.0,,-44781000.0,-2603165000.0,-331070000.0,-349635000.0,2378015000.0,1682737000.0,-268913000
SUP,826868,USD,2021,Q1,2021-05-05,2021-05-05,25614000.0,25859000.0,-40357000.0,99147000.0,23747000.0,54424000.0,,,,,136961000,-40793000.0,600000.0,118000.0,-40793000.0,-13531000.0,-213162000.0,0.0,-230288000.0,-128315000
SUPN,445197,USD,2021,Q1,2021-05-07,2021-05-07,52713439.0,53843723.0,111126000.0,23001000.0,39886000.0,-8330000.0,,,,,165683000,-2420000.0,175073000.0,-313541000.0,-141582000.0,,0.0,6576000.0,5774000.0,29875000
SURF,808799,USD,2021,Q1,2021-05-05,2021-05-05,38955675.0,40817271.0,21206000.0,1619000.0,12479000.0,-8694000.0,,,,,26610000,-20000.0,-37134000.0,,-37154000.0,,10000000.0,44651000.0,54651000.0,44107000
SVMK,997480,USD,2021,Q1,2021-05-07,2021-05-07,141832250.0,141832250.0,-96978000.0,46228000.0,102106000.0,17359000.0,,,,,68715000,-376000.0,,0.0,-8824000.0,,-2200000.0,44607000.0,42407000.0,102795000
SVT,250129,USD,2021,Q1,2021-05-14,2021-05-14,2383750.0,2400000.0,-1257000.0,1444000.0,342000.0,1455000.0,,,,,1984000,-330000.0,,,-330000.0,-5000.0,-548000.0,-81000.0,3449000.0,5103000
SVU,684097,USD,2017,Q4,2018-06-12,2018-06-12,38000000.0,38000000.0,49000000.0,197000000.0,-38000000.0,-69000000.0,,,,,135000000,-258000000.0,,-240000000.0,-506000000.0,,106000000.0,0.0,87000000.0,-284000000
SWBI,952565,USD,2021,Q4,2021-06-17,2021-06-17,55515000.0,56192000.0,243571000.0,31575000.0,4568000.0,37546000.0,,,,,315334000,-21629000.0,,1791000.0,-23404000.0,-8223000.0,-160996000.0,-106846000.0,-303924000.0,-11994000
SWI,885119,USD,2021,Q1,2021-05-10,2021-05-10,311881250.0,315908250.0,150900000.0,279773000.0,-85031000.0,-7988000.0,,,,,337654000,-37966000.0,-2000000.0,-141460000.0,-179426000.0,,-19900000.0,-11941000.0,-31841000.0,137397000
SWK,244442,USD,2021,Q1,2021-04-28,2021-04-28,155966000.0,157940250.0,1588400000.0,379400000.0,234100000.0,67600000.0,,,,,2269500000,-333600000.0,-19200000.0,36900000.0,-361300000.0,-464500000.0,-2113400000.0,884399999.0,-1954300001.0,-39600001
SWKS,353611,USD,2021,Q2,2021-04-30,2021-04-30,166050000.0,167675000.0,1211000000.0,357000000.0,179000000.0,-120500000.0,-131400000.0,-91600000.0,78000000.0,24500000.0,1626500000,-492100000.0,-167700000.0,0.0,-659800000.0,-322600000.0,0.0,-463700000.0,-819200000.0,147500000
SWM,803493,USD,2020,Q4,2021-03-01,2021-03-01,30832700.0,31104200.0,83800000.0,72200000.0,11300000.0,-5700000.0,,,,,161600000,-29600000.0,,-169300000.0,-203100000.0,-55000000.0,47400000.0,-1000000.0,-8600000.0,-48300000
SWN,401903,USD,2021,Q1,2021-04-29,2021-04-29,607658666.0,608779336.0,-1485000000.0,340000000.0,1916000000.0,-56000000.0,,,,,715000000,-882000000.0,,,-880000000.0,0.0,29000000.0,152000000.0,164000000.0,-1000000
