Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
REXR,139560,USD,2021,Q1,2021-04-27,2021-04-27,125263236.0,125539413.0,352218000.0,-85177000.0,267041000.0,-161848000.0,-38958000.0,,-122890000.0,105193000,-33152000.0,-33152000.0,72041000,24225000.0,96266000,,96266000,0.0,90522000,75458000
RGP,328011,USD,2021,Q3,2021-04-08,2021-04-08,32208500.0,32169750.0,635768000.0,-390463000.0,245305000.0,-230356000.0,-220579000.0,,-9777000.0,14949000,-682000.0,-1851000.0,14267000,0.0,14267000,-8218000.0,6049000,,6049000,6049000
RGS,171506,USD,2021,Q3,2021-05-06,2021-05-06,35933000.0,35933000.0,376126000.0,-140337000.0,235789000.0,-348901000.0,-103186000.0,,-26850000.0,-113112000,2248000.0,-13533000.0,-110864000,-41986000.0,-152850000,204000.0,-152646000,79000.0,-152567000,-152567000
RHT,94011,USD,2019,Q1,2019-06-28,2019-06-28,176797500.0,185295000.0,3482650000.0,-519835000.0,2962815000.0,-2430621000.0,-1745624000.0,-684997000.0,,532194000,13031000.0,16473000.0,545225000,0.0,545225000,-83307000.0,461918000,,461918000,461918000
RICK,100383,USD,2021,Q2,2021-05-10,2021-05-10,9067000.0,9067000.0,125964000.0,-19883000.0,106081000.0,-94146000.0,-45481000.0,,-8515000.0,11935000,-9402000.0,-9402000.0,2533000,5441000.0,7974000,-886000.0,7088000,14000.0,7467000,7467000
RIG,350729,USD,2021,Q1,2021-05-04,2021-05-04,615750000.0,615750000.0,3046000000.0,-1895000000.0,1151000000.0,-1083000000.0,-179000000.0,,-762000000.0,68000000,-545000000.0,-515000000.0,-477000000,212000000.0,-265000000,-10000000.0,-275000000,0.0,-274000000,-274000000
RL,331016,USD,2020,Q4,2021-05-20,2021-05-20,73500000.0,73500000.0,4400800000.0,-1539400000.0,2861400000.0,-2638500000.0,-2638500000.0,,12000000.0,222900000,-31200000.0,-38800000.0,191700000,-266500000.0,-74800000,-46300000.0,-121100000,,-121100000,-121100000
RLOC,148191,USD,2015,Q3,2015-11-09,2015-11-09,29033250.0,29033250.0,402630000.0,-255426000.0,147204000.0,-183508000.0,-183508000.0,,,-36304000,-1838000.0,-855000.0,-38142000,-34731000.0,-72873000,-3876000.0,-76749000,279000.0,-76470000,-76470000
RMD,129653,USD,2021,Q3,2021-04-30,2021-04-30,145110500.0,146072000.0,3091067000.0,-1306726000.0,1784341000.0,-890382000.0,-654291000.0,-217930000.0,-18161000.0,893959000,-28741000.0,-27283000.0,865218000,-8673000.0,856545000,-399305000.0,457240000,,457240000,457240000
RNG,355550,USD,2021,Q1,2021-05-07,2021-05-07,89507750.0,89507750.0,1268501000.0,-347144000.0,921357000.0,-1051117000.0,-839867000.0,-211250000.0,,-129760000,108461000.0,-58057000.0,-21299000,,-21299000,-1162000.0,-22461000,,-22461000,-22461000
ROK,121874,USD,2021,Q2,2021-04-28,2021-04-28,115925000.0,116850000.0,6305400000.0,-3698000000.0,2607400000.0,-1476400000.0,-1520500000.0,,,1131000000,-97500000.0,-97500000.0,1033500000,809000000.0,1842500000,-263900000.0,1578600000,0.0,1588800000,1588800000
ROP,119446,USD,2021,Q1,2021-05-05,2021-05-05,104775000.0,105875000.0,5705000000.0,-2024999999.0,3680000001.0,-2197600000.0,-2197600000.0,,,1482400001,-210800000.0,-234100000.0,1271600001,0.0,1271600001,-273200000.0,998400001,,998400001,998400001
ROST,200092,USD,2021,Q1,2021-06-09,2021-06-09,352588500.0,355410250.0,15204972000.0,-11146979000.0,4057993000.0,-2763029000.0,-2763029000.0,,,1294964000,-95796000.0,-95796000.0,1199168000,,1199168000,-331465000.0,867703000,,867703000,867703000
RP,243720,USD,2020,Q4,2021-03-01,2021-03-01,96841000.0,101365000.0,1158484000.0,-501278000.0,657206000.0,-554439000.0,-376089000.0,-133661000.0,-44689000.0,102767000,-51460000.0,-51460000.0,51307000,750000.0,51307000,-4993000.0,46314000,,46314000,46314000
RPM,328948,USD,2021,Q3,2021-04-07,2021-04-07,128387000.0,129559000.0,5820942000.0,-3555218000.0,2265724000.0,-1542590000.0,-1560421000.0,,,723134000,-85473000.0,-86348000.0,637661000,-26622000.0,611039000,-154730000.0,456309000,,455810000,455810000
RRC,110931,USD,2021,Q1,2021-04-26,2021-04-26,240161750.0,239795250.0,1900809000.0,-1404077000.0,496732000.0,-566007000.0,-155165000.0,-31115000.0,-379727000.0,-69275000,-202027000.0,-202027000.0,-271302000,-631380000.0,-902682000,51861000.0,-850821000,,-850821000,-850821000
RSG,101495,USD,2021,Q1,2021-05-06,2021-05-06,319250000.0,319700000.0,10196100000.0,-6084800000.0,4111300000.0,-2130699999.0,-1041299999.0,,-1089400000.0,1980600001,-328100001.0,-331600000.0,1652500000,-432300000.0,1220200000,-201000000.0,1019200000,,1016800000,1016800000
RSYS,342891,USD,2018,Q3,2018-11-08,2018-11-08,39418000.0,39418000.0,109918000.0,-80713000.0,29205000.0,-44374000.0,-27893000.0,-15691000.0,,-15169000,-2130000.0,-4299000.0,-17299000,-10617000.0,-27916000,-4667000.0,-32583000,,-32583000,-32583000
RT,330525,USD,2018,Q1,2017-10-16,2017-10-16,60294250.0,60294250.0,912621000.0,-579559000.0,333062000.0,-388277000.0,-113451000.0,-47435000.0,-39979000.0,-55215000,-21050000.0,-21050000.0,-76265000,0.0,-76265000,-29000.0,-76294000,467000.0,-76294000,-76294000
RTN,354596,USD,2019,Q4,2020-04-01,2020-04-01,280000000.0,280200000.0,29176000000.0,-21413000000.0,7763000000.0,-2989000000.0,-2989000000.0,543000000.0,,4774000000,-100000000.0,-138000000.0,4674000000,-688000000.0,3986000000,-658000000.0,3328000000,1000000.0,3343000000,3343000000
RTX,261978,USD,2021,Q1,2021-04-27,2021-04-27,1520975000.0,1521725000.0,60478000000.0,-52021000000.0,8457000000.0,-7445000000.0,-5783000000.0,-2636000000.0,,1012000000,-1380000000.0,-1380000000.0,-368000000,-1958000000.0,-2326000000,-281000000.0,-2607000000,92000000.0,-2683000000,-2683000000
RUN,148978,USD,2021,Q1,2021-05-05,2021-05-05,160441500.0,160441500.0,1046254000.0,-868010000.0,178244000.0,-758860000.0,-732444000.0,-21374000.0,-5042000.0,-580616000,-212462000.0,-254947000.0,-793078000,0.0,-793078000,71357000.0,-721721000,,-169224000,-169224000
RYAM,124551,USD,2021,Q1,2021-05-06,2021-05-06,63353164.0,63353164.0,1794232000.0,-1582749000.0,211483000.0,-111117000.0,-82694000.0,,,100366000,-75485000.0,-66952000.0,24881000,-7263000.0,17618000,-18925000.0,-2345000,0.0,-2345000,-2345000
SAIC,54785,USD,2021,Q1,2021-06-04,2021-06-04,58150000.0,58750000.0,7177000000.0,-6351000000.0,826000000.0,-349000000.0,-356000000.0,,,477000000,-111000000.0,-118000000.0,366000000,-35000000.0,331000000,-75000000.0,256000000,,254000000,254000000
SANW,246310,USD,2021,Q3,2021-05-13,2021-05-13,33841390.0,33841390.0,87148170.0,-73914188.0,13233982.0,-36148475.0,-22086536.0,-8518934.0,-5543005.0,-22914493,-2633125.0,-2618607.0,-25547618,3495603.0,-22052015,-155423.0,-22207438,,-22189843,-22189843
SAVE,170150,USD,2021,Q1,2021-04-21,2021-04-21,92005500.0,92005500.0,1500220000.0,-929786000.0,570434000.0,-1599052000.0,-990004000.0,,-286909000.0,-1028618000,-131471000.0,-148356000.0,-1160089000,476318000.0,-683771000,170578000.0,-513193000,,-513193000,-513193000
SBAC,100897,USD,2021,Q1,2021-05-06,2021-05-06,110922250.0,112855250.0,2114810000.0,-490788000.0,1624022000.0,-967952000.0,-196251000.0,,-723272000.0,656070000,-517475000.0,-359390000.0,138595000,5460000.0,144055000,-3820000.0,140235000,-53000.0,139417000,139417000
SBGI,132115,USD,2021,Q1,2021-05-10,2021-05-10,75869000.0,75714750.0,5845000000.0,-2930000000.0,2915000000.0,-1812000000.0,-995000000.0,-4947000.0,-653000000.0,1103000000,-195000000.0,-627000000.0,908000000,-4179000000.0,-3271000000,717000000.0,-2554000000,0.0,-2549000000,-2549000000
SBUX,86689,USD,2021,Q2,2021-04-27,2021-04-27,1172875000.0,1180825000.0,23842600000.0,-7502300000.0,16340300000.0,-14556900000.0,-12687100000.0,,-1456800000.0,1783400000,-86500000.0,-481600000.0,1696900000,-368300000.0,1328600000,-332400000.0,996200000,,995800000,995800000
SCG,190587,USD,2017,Q4,2018-04-27,2018-04-27,143000000.0,143000000.0,4407000000.0,-1830000000.0,2577000000.0,-1383000000.0,,,-382000000.0,1194000000,-330000000.0,-363000000.0,864000000,-1095000000.0,-231000000,112000000.0,-119000000,,-119000000,-119000000
SCND,331831,USD,2021,Q3,2021-05-17,2021-05-17,2537041.0,2522459.0,9579400.0,-5207200.0,4372200.0,-7974100.0,-6604600.0,-1368500.0,,-3601900,120000.0,60900.0,-3481900,180700.0,-3301200,892600.0,-2408600,-238900.0,-2647500,-2647500
SCSC,177685,USD,2021,Q3,2021-05-10,2021-05-10,25391000.0,25395500.0,2770336000.0,-2454825000.0,315511000.0,-393027000.0,-352952000.0,,-31807000.0,-77516000,-3082000.0,-2344000.0,-80598000,3185000.0,-77413000,-5953000.0,-83366000,-146812000.0,-230178000,-230178000
SCTY,146125,USD,2020,Q4,2021-03-19,2021-03-19,22500000.0,22500000.0,503597000.0,-119390000.0,384207000.0,-380431000.0,-149314000.0,,-231117000.0,3776000,-80265000.0,-80265000.0,-76489000,-103376000.0,-179865000,-1891000.0,-181756000,,-181756000,-181756000
SCVL,201975,USD,2021,Q1,2021-06-04,2021-06-04,14100250.0,14331000.0,1157727000.0,-779051000.0,378676000.0,-275947000.0,-275947000.0,,,102729000,-463000.0,-463000.0,102266000,,102266000,-26843000.0,75423000,,75423000,75423000
SCWX,201339,USD,2021,Q1,2021-06-03,2021-06-03,81463000.0,81463000.0,559316000.0,-236465000.0,322851000.0,-352773000.0,-243686000.0,-109087000.0,,-29922000,-866000.0,-866000.0,-30788000,,-30788000,10032000.0,-20756000,,-20756000,-20756000
SCX,218861,USD,2021,Q3,2021-05-07,2021-05-07,7037000.0,7170500.0,200884000.0,-138531000.0,62353000.0,-53651000.0,-53651000.0,,,8702000,-13625000.0,,-4923000,-6390000.0,-11313000,-2187000.0,-13500000,,-13500000,-13500000
SEIC,341472,USD,2021,Q1,2021-04-26,2021-04-26,147237500.0,147237500.0,1724982000.0,-186445000.0,1538537000.0,-649131000.0,,,-86045000.0,889406000,124307000.0,3730000.0,1013713000,-416875000.0,596838000,-129324000.0,467514000,,467514000,467514000
SEV,129956,USD,2017,Q3,2017-08-14,2017-08-14,5264000.0,5227250.0,60363000.0,-46092000.0,14271000.0,-25101000.0,-16917000.0,-8184000.0,,-10830000,-539000.0,-599000.0,-11369000,-110000.0,-11479000,988000.0,-10491000,,-10422000,-10827000
SFAR,152617,USD,2021,Q1,2021-05-14,2021-05-14,109691382.0,109691382.0,329545037.0,-75359639.0,254185398.0,-292988752.0,-40920458.0,,-168277343.0,-38803354,-76802856.0,-80057387.0,-115606210,-5049837.0,-120656047,,-120656047,,-118439701,-118439701
SFS,114802,USD,2019,Q1,2019-05-03,2019-05-03,73299479.0,73299479.0,4770337000.0,-4042621000.0,727716000.0,-689914000.0,-689914000.0,,,37802000,-42281000.0,-44230000.0,-4479000,-94000000.0,-98479000,-13259000.0,-111738000,,-111738000,-111738000
SGM,126240,USD,2017,Q1,2017-05-04,2017-05-04,25968000.0,26008250.0,203578000.0,-92002000.0,111576000.0,-55405000.0,-29152000.0,,-10115000.0,56171000,-24567000.0,-24567000.0,31604000,66000.0,31604000,-1473000.0,30131000,0.0,30131000,30131000
SGMA,231993,USD,2021,Q3,2021-03-11,2021-03-11,4252127.0,4283923.0,266444649.0,-244006922.0,22437727.0,-20988934.0,-20988934.0,,,1448793,-1449659.0,-1317471.0,-866,-6422429.0,-866,-385741.0,-386607,,-386607,-386607
SGY,123623,USD,2016,Q4,2017-02-23,2017-02-23,984016.0,984016.0,377392000.0,-30908000.0,346484000.0,-427585000.0,-72403000.0,,-220079000.0,-81101000,-63065000.0,-63908000.0,-144166000,-439014000.0,-583180000,-7406000.0,-590586000,,-590586000,-590586000
SHAK,148890,USD,2021,Q1,2021-05-07,2021-05-07,38255000.0,39215250.0,534979000.0,-319831000.0,215148000.0,-259826000.0,-67624000.0,,-50759000.0,-44678000,-1880000.0,-1218000.0,-46558000,-8432000.0,-54990000,11110000.0,-43880000,,-39889000,-39889000
SHLDQ,100266,USD,2018,Q3,2018-12-13,2018-12-13,108475000.0,108475000.0,13380000000.0,-10724000000.0,2656000000.0,-4345000000.0,-4074000000.0,,-271000000.0,-1689000000,-586000000.0,-684000000.0,-2275000000,-16000000.0,-2291000000,589000000.0,-1702000000,-17000000.0,-1702000000,-1702000000
SHLO,202591,USD,2020,Q3,2020-09-09,2020-09-09,23707000.0,23696250.0,815740000.0,-765326000.0,50414000.0,-78302000.0,-78302000.0,,,-27888000,-20669000.0,-18767000.0,-48557000,-160966000.0,-209523000,-3650000.0,-213173000,,-213173000,-213173000
SHOR,231330,USD,2017,Q4,2017-09-08,2017-09-08,68100000.0,68100000.0,357759000.0,-131143000.0,226616000.0,-238237000.0,-171169000.0,-67068000.0,,-11621000,86000.0,-455000.0,-11535000,30000.0,-11505000,-938000.0,-12443000,,-12443000,-12443000
SHOS,39593,USD,2019,Q2,2019-09-19,2019-09-19,22702000.0,22702000.0,1097301000.0,-859789000.0,237512000.0,-286823000.0,-278774000.0,,-9355000.0,-49311000,-14618000.0,-14744000.0,-63929000,-2089000.0,-66018000,1146000.0,-64872000,7043000.0,-57829000,-57829000
SHPGF,132453,USD,2018,Q3,2018-11-01,2018-11-01,911100000.0,915650000.0,15701800000.0,-4661800000.0,11040000000.0,-5111300000.0,-3432500000.0,-1678800000.0,,5928700000,-566100000.0,-522800000.0,5362600000,-2598100000.0,2764500000,2031200000.0,4809300000,-600000.0,4808700000,4808700000
SIG,185651,USD,2021,Q1,2021-06-10,2021-06-10,52050000.0,52050000.0,6063600000.0,-3856900000.0,2206700000.0,-1739100000.0,-1741000000.0,,,467600000,-28800000.0,-28800000.0,438800000,-57000000.0,381800000,-61500000.0,320300000,,320300000,286400000
SIGM,202034,USD,2017,Q4,2018-06-05,2018-06-05,38527000.0,38527000.0,65905000.0,-41446000.0,24459000.0,-82129000.0,-29473000.0,-52656000.0,,-57670000,-2470000.0,,-60140000,-59678000.0,-119818000,714000.0,-119104000,-937000.0,-120041000,-120041000
SINO,257712,USD,2021,Q3,2021-05-13,2021-05-13,5818677.0,5818677.0,5349060.0,-5233319.0,115741.0,-11230318.0,-4460797.0,,,-11114577,-444764.0,,-11559341,-324000.0,-11883341,14786.0,-11868555,,-11322608,-11322608
SIOX,41996,USD,2020,Q4,2021-06-09,2021-06-09,47570125.0,47570125.0,,,,-42197000.0,-42197000.0,0.0,,-42197000,9560000.0,-799000.0,-32637000,0.0,-32637000,212000.0,-32425000,,-32425000,-32425000
SIRI,97841,USD,2021,Q1,2021-04-28,2021-04-28,4263000000.0,4355750000.0,8146000000.0,-1247000000.0,6899000000.0,-5019000000.0,-1836000000.0,-256000000.0,-506000000.0,1880000000,-390000000.0,-395000000.0,1490000000,-1276000000.0,214000000,-157000000.0,57000000,,57000000,57000000
SITE,62823,USD,2021,Q1,2021-05-05,2021-05-05,43512405.0,45065715.0,2894900000.0,-1934900000.0,960000000.0,-746700000.0,-753400000.0,,,213300000,-28600000.0,-28800000.0,184700000,0.0,184700000,-38500000.0,146200000,,146200000,146200000
SJM,254348,USD,2021,Q3,2021-02-25,2021-02-25,113225000.0,113200000.0,8174500000.0,-4983100000.0,3191400000.0,-1688300000.0,-1485400000.0,,-236000000.0,1503100000,-217800000.0,-180300000.0,1285300000,-8300000.0,1277000000,-321400000.0,955600000,,955600000,955600000
SKX,176359,USD,2021,Q1,2021-05-07,2021-05-07,154499750.0,155215000.0,4783487000.0,-2461752000.0,2321735000.0,-2075193000.0,-2091999000.0,,,246542000,3092000.0,-14040000.0,249634000,-34303000.0,249634000,-30058000.0,219576000,,148036000,148036000
SKY,132365,USD,2021,Q2,2021-10-28,2021-10-28,56648000.0,56973000.0,1290186000.0,-1035785000.0,254401000.0,-160999000.0,-160999000.0,,,93402000,8339000.0,-4363000.0,101741000,,101741000,-22553000.0,79188000,,79188000,79188000
SLB,353500,USD,2021,Q1,2021-04-28,2021-04-28,1392750000.0,1398000000.0,21369000000.0,-18880000000.0,2489000000.0,-861000000.0,-319000000.0,-542000000.0,,1771000000,-563000000.0,-563000000.0,1208000000,-4031000000.0,-2823000000,17000000.0,-2806000000,0.0,-2843000000,-2843000000
SLG,127650,USD,2021,Q1,2021-05-10,2021-05-10,70903014.0,75717361.0,964543000.0,-359515000.0,605028000.0,-432216000.0,-95141000.0,,-308385000.0,172812000,-117818000.0,-102573000.0,54994000,228795000.0,283789000,,283789000,0.0,247970000,233840000
SLM,103225,USD,2021,Q1,2021-04-21,2021-04-21,371519000.0,375566250.0,1882885000.0,-471894000.0,1410991000.0,-497035000.0,,,,1107848000,50391000.0,,1158239000,356845000.0,1515084000,-355360000.0,1159724000,-1000000.0,1159724000,1152253000
SLNM,69772,USD,2017,Q3,2018-02-08,2018-02-08,131917000.0,150180750.0,5498000.0,-3866000.0,1632000.0,-3840000.0,-2902000.0,,,-2208000,-329000.0,-329000.0,-2537000,-94000.0,-2631000,,-2631000,0.0,-2631000,-2631000
SMCI,175410,USD,2021,Q3,2021-05-07,2021-05-07,51587000.0,53793500.0,3384563000.0,-2872019000.0,512544000.0,-418250000.0,-186063000.0,-232187000.0,,94294000,-4519000.0,-2456000.0,89775000,,89775000,-1681000.0,91153000,,91153000,91153000
SMED,179660,USD,2021,Q3,2021-05-05,2021-05-05,16451500.0,16874000.0,70258000.0,-43416000.0,26842000.0,-15882000.0,-15053000.0,,-829000.0,10960000,-179000.0,-179000.0,10781000,-72000.0,10709000,-758000.0,9951000,,9951000,9951000
SMG,355003,USD,2021,Q2,2021-05-12,2021-05-12,55675000.0,57400000.0,4960400000.0,-3369800000.0,1590600000.0,-833800000.0,-830600000.0,,,756800000,-41700000.0,-72300000.0,715100000,-5900000.0,709200000,-164500000.0,544700000,-1800000.0,541000000,541000000
SMID,362372,USD,2021,Q1,2021-05-11,2021-05-11,6479954.0,6482454.0,49255000.0,-34091000.0,15164000.0,-7561000.0,-7561000.0,,,7603000,-97000.0,-168000.0,7506000,143000.0,7649000,-2079000.0,5570000,,5570000,5570000
SMIT,332324,USD,2021,Q3,2021-04-22,2021-04-22,3769018.0,3765604.0,3925611.0,-2127829.0,1797782.0,-9354579.0,-9270120.0,-84459.0,,-7556797,259717.0,,-7297080,1062068.0,-6235012,426628.0,-5808384,496767.0,-5311617,-5311617
SMP,126577,USD,2021,Q1,2021-05-06,2021-05-06,22344091.0,22800018.0,1150839000.0,-800795000.0,350044000.0,-223257000.0,-223257000.0,,,126787000,275000.0,-1664000.0,127062000,-2859000.0,124203000,-31243000.0,92960000,-23194000.0,69766000,69766000
SMRT,45048,USD,2020,Q1,2020-07-16,2020-07-16,47503250.0,47392000.0,1055273000.0,-818653000.0,236620000.0,-318323000.0,-318323000.0,,,-81703000,-8662000.0,-8662000.0,-90365000,,-90365000,10216000.0,-80149000,,-80149000,-80149000
SMTC,185350,USD,2021,Q1,2021-06-02,2021-06-02,65112750.0,66030250.0,632787000.0,-245138000.0,387649000.0,-300492000.0,-167036000.0,-126733000.0,-6723000.0,87157000,-5181000.0,-4976000.0,81976000,-3385000.0,78591000,-5276000.0,73733000,,73768000,73768000
SNA,288357,USD,2021,Q1,2021-04-22,2021-04-22,54225000.0,54825000.0,3764899999.0,-1924400000.0,1840499999.0,-1146600000.0,,,,950899999,-45400000.0,-56900000.0,905499999,0.0,905499999,-204300000.0,701999999,,682399999,682399999
SNAK,86600,USD,2017,Q3,2017-11-09,2017-11-09,19720000.0,19720000.0,253850000.0,-223025000.0,30825000.0,-36547000.0,-36547000.0,,,-5722000,-11155000.0,-11155000.0,-16877000,-15446000.0,-32323000,-4003000.0,-36326000,-30491000.0,-66817000,-66817000
SNOW_delis,203144,USD,2017,Q3,2017-05-04,2017-05-04,39776500.0,40127500.0,601583000.0,-477188000.0,124395000.0,-59161000.0,,,-59161000.0,65234000,-30771000.0,-36764000.0,34463000,831000.0,35294000,-800000.0,34494000,,33926000,33926000
SNX,84398,USD,2021,Q1,2021-04-08,2021-04-08,76380750.0,76844000.0,25533553000.0,-22636485000.0,2897068000.0,-2025662000.0,-2025662000.0,,,871406000,-130584000.0,-131382000.0,740822000,,740822000,-192352000.0,548470000,-54070000.0,494400000,494400000
SO,189248,USD,2021,Q1,2021-04-29,2021-04-29,1058750000.0,1064750000.0,21267000000.0,-5474000000.0,15793000000.0,-10270000000.0,,,-3532000000.0,5523000000,-1207000000.0,-1815000000.0,4316000000,-509000000.0,3807000000,-438000000.0,3369000000,,3401000000,3386000000
SOFO,374032,USD,2021,Q2,2021-05-13,2021-05-13,7836751.0,8022122.0,35948000.0,-10036000.0,25912000.0,-23854000.0,-17168000.0,-6686000.0,,2058000,-322000.0,-229000.0,1736000,0.0,1736000,-301000.0,1435000,,1435000,1435000
SOHO,158088,USD,2021,Q1,2021-05-17,2021-05-17,14328507.0,14155167.0,56929643.0,-61012753.0,-4083110.0,-25809270.0,-5913359.0,,-19895911.0,-29892380,-19225897.0,-19225897.0,-49118277,1020971.0,-48097306,170982.0,-47926324,,-43934860,-52690502
SOHU,138944,USD,2018,Q1,2018-05-08,2018-05-08,38881250.0,38881250.0,1941854000.0,-1077120000.0,864734000.0,-971210000.0,-531592000.0,-439618000.0,247000.0,-106476000,12362000.0,20481000.0,-94114000,-86882000.0,-180996000,-325855000.0,-506851000,0.0,-506851000,-506851000
SONC,343236,USD,2018,Q4,2018-12-14,2018-12-14,37618000.0,38086000.0,423590000.0,-203177000.0,220413000.0,-113346000.0,-80077000.0,,-38355000.0,107067000,-31154000.0,-31154000.0,75913000,-1974000.0,73939000,-2734000.0,71205000,,71205000,71205000
SOTK,94282,USD,2020,Q4,2021-05-28,2021-05-28,15428411.0,15672253.0,14832877.0,-7835837.0,6997040.0,-5656579.0,-4011981.0,-1644598.0,,1340461,7406.0,-17285.0,1347867,0.0,1347867,-227225.0,1120642,,1120642,1120642
SPAN,164268,USD,2017,Q2,2017-05-16,2017-05-16,2748985.0,2767613.0,61770865.0,-38736495.0,23034370.0,-16874446.0,-15770683.0,-1103763.0,,6159924,-23350.0,0.0,6136574,731623.0,6868197,-1845000.0,5023197,,5023197,5023197
SPB,357600,USD,2021,Q2,2021-05-07,2021-05-07,42875000.0,43175000.0,4449700000.0,-2848500000.0,1601200000.0,-1059600000.0,-1014800000.0,-44800000.0,,541600000,-122000000.0,-176400000.0,419600000,-3500000.0,416100000,-124700000.0,291400000,8400000.0,299300000,299300000
SPG,111127,USD,2021,Q1,2021-05-10,2021-05-10,314240228.0,314240228.0,4494094000.0,-406400000.0,4087694000.0,-2166142000.0,-116826000.0,,-1305484000.0,1921552000,-614315000.0,-798789000.0,1307237000,-29609000.0,1277628000,4752000.0,1282380000,0.0,1120819000,1117482000
SPLK,51255,USD,2021,Q1,2021-06-09,2021-06-09,160296500.0,160296500.0,2297359000.0,-590634000.0,1706725000.0,-2633646000.0,-1787546000.0,-846100000.0,,-926921000,-136660000.0,-124475000.0,-1063581000,0.0,-1063581000,-9821000.0,-1073402000,,-1073402000,-1073402000
SPLS,166539,USD,2017,Q4,2018-02-17,2018-02-17,649000000.0,649000000.0,18247000000.0,-13489000000.0,4758000000.0,-3896000000.0,-3845000000.0,,-51000000.0,862000000,-62000000.0,-75000000.0,800000000,-1152000000.0,-352000000,-107000000.0,-459000000,-1038000000.0,-1497000000,-1497000000
SPNC,114601,USD,2017,Q2,2017-08-08,2017-08-08,43366398.0,43366398.0,284585000.0,-71794000.0,212791000.0,-257006000.0,-174062000.0,-71237000.0,-11660000.0,-44215000,-13313000.0,-13666000.0,-57528000,-10474000.0,-68002000,-1049000.0,-69051000,,-69051000,-69051000
SPNE,147451,USD,2021,Q1,2021-05-03,2021-05-03,27595250.0,27595250.0,160188000.0,-58395000.0,101793000.0,-145012000.0,-124974000.0,-16869000.0,-3169000.0,-43219000,77000.0,,-43142000,0.0,-43142000,-208000.0,-43350000,,-43350000,-43350000
SPPI,53529,USD,2021,Q1,2021-05-13,2021-05-13,132784317.0,132784317.0,29402000.0,-6865000.0,22537000.0,-172633000.0,-59878000.0,-112755000.0,-7294000.0,-172633000,6235000.0,722000.0,-166398000,1210000.0,-166398000,67000.0,-166331000,-10470000.0,-176801000,-176801000
SPR,131997,USD,2021,Q1,2021-05-05,2021-05-05,104000000.0,104000000.0,3228300000.0,-3691800000.0,-463500000.0,-252300000.0,-217600000.0,-34700000.0,,-715800000,-238900000.0,-222900000.0,-954700000,-55400000.0,-1010100000,134700000.0,-878900000,,-878900000,-878900000
SQ,83293,USD,2021,Q1,2021-05-06,2021-05-06,448134250.0,498770250.0,13173739000.0,-10015330000.0,3158409000.0,-2910158000.0,-1910212000.0,-995518000.0,-4428000.0,248251000,222069000.0,-47990000.0,470320000,-109042000.0,361278000,-3274000.0,358004000,,358004000,358004000
SQBG,137237,USD,2020,Q4,2021-04-15,2021-04-15,1643498.0,1643517.0,89811000.0,,89811000.0,-53861000.0,,,,35950000,-54061000.0,-48252000.0,-18111000,-81063000.0,-99174000,3067000.0,-96107000,-1276000.0,-89420000,-89420000
SRCL,101113,USD,2021,Q1,2021-04-29,2021-04-29,91575000.0,91675000.0,2558500000.0,-1530600000.0,1027900000.0,-841200000.0,-841200000.0,,177133000.0,186700000,-79100000.0,-75300000.0,107600000,-65300000.0,42300000,-52100000.0,-9800000,,-11100000,-11100000
SRDX,366154,USD,2021,Q2,2021-04-28,2021-04-28,13661500.0,13844250.0,106718000.0,-16258000.0,90460000.0,-79514000.0,-29646000.0,-49868000.0,,10946000,-196000.0,-182000.0,10750000,-2198000.0,8552000,-1226000.0,7326000,-100000.0,7326000,7326000
SRNE,133865,USD,2021,Q1,2021-05-05,2021-05-05,254321750.0,258648000.0,46520000.0,-10887000.0,35633000.0,-267336000.0,-133274000.0,-134019000.0,-43000.0,-231703000,-17507000.0,-15717000.0,-249210000,10298000.0,-238912000,1944000.0,-242812000,,-230756000,-230756000
SRT,144111,USD,2021,Q1,2021-05-10,2021-05-10,40018250.0,40106000.0,642393000.0,-548143000.0,94250000.0,-59032000.0,-59032000.0,,,35218000,-23639000.0,-23639000.0,11579000,-19311000.0,-7732000,-9786000.0,-17518000,0.0,-24583000,-24583000
SSI,42463,USD,2019,Q3,2019-12-12,2019-12-12,28602000.0,28602000.0,1675378000.0,-1291960000.0,383418000.0,-447275000.0,-447275000.0,,,-63857000,-15732000.0,-15732000.0,-79589000,-14910000.0,-94499000,-600000.0,-95099000,0.0,-95099000,-95099000
SSNI,331528,USD,2017,Q3,2017-11-09,2017-11-09,52953500.0,52779250.0,425653000.0,-309980000.0,115673000.0,-159555000.0,-88581000.0,-70974000.0,,-43882000,1096000.0,463000.0,-42786000,-1289000.0,-44075000,316000.0,-43759000,,-43759000,-43759000
